19,31100.0,22600.0,36800.0,25000.0
20,31200.0,23900.0,39600.0,27200.0
21,32700.0,26500.0,43800.0,28100.0
22,34200.0,26700.0,45700.0,29600.0
23,36400.0,27100.0,48200.0,31000.0
24,37600.0,28500.0,51000.0,33400.0
25,45400.0,33600.0,55300.0,35000.0
26,41600.0,31500.0,57400.0,36600.0
27,43400.0,31700.0,60100.0,38000.0
28,45100.0,34800.0,65300.0,40300.0
29,47000.0,35200.0,67100.0,41400.0
30,54500.0,40100.0,72300.0,44300.0
31,50900.0,38400.0,75000.0,46000.0
32,53400.0,38700.0,77800.0,48200.0
33,54900.0,42300.0,84200.0,50200.0
34,57100.0,50200.0,90200.0,52700.0
35,59800.0,44700.0,91100.0,55200.0
36,61900.0,48300.0,97300.0,57200.0
37,64700.0,50500.0,102000.0,66400.0
38,68500.0,51900.0,106300.0,63800.0
39,69200.0,53600.0,110400.0,66800.0
40,72000.0,56100.0,115800.0,76600.0
41,76000.0,59400.0,121300.0,73500.0
42,77700.0,61800.0,127000.0,77200.0
43,79800.0,63500.0,138000.0,82800.0
44,82600.0,64300.0,135900.0,84500.0
45,85200.0,69700.0,144400.0,86600.0
46,94000.0,73000.0,148600.0,89700.0
47,91800.0,75600.0,157100.0,92300.0
48,94200.0,81900.0,173300.0,96700.0
49,97400.0,84600.0,172600.0,98000.0
50,100700.0,88500.0,186000.0,105200.0
51,103600.0,90400.0,185600.0,106300.0
52,107200.0,92700.0,197200.0,113400.0
53,110000.0,96600.0,200000.0,115000.0
54,113400.0,108600.0,211100.0,118500.0
55,116600.0,108100.0,218500.0,122200.0
56,121700.0,120800.0,239800.0,141600.0
57,145800.0,115400.0,297600.0,135500.0
58,134800.0,117500.0,247800.0,200900.0
59,168300.0,145400.0,279300.0,171100.0
60,197000.0,140600.0,278000.0,187100.0
61,202100.0,150100.0,311200.0,204800.0
62,196200.0,153600.0,324300.0,199200.0
63,209900.0,150900.0,298300.0,165700.0
64,163500.0,154300.0,301800.0,164700.0
65,175300.0,163700.0,310900.0,172300.0
66,168400.0,153800.0,329500.0,177700.0
67,170400.0,160000.0,362000.0,250100.0
68,234800.0,208000.0,539800.0,297700.0
69,537800.0,538800.0,775800.0,433200.0
70,419700.0,379800.0,750300.0,447000.0
71,399500.0,363000.0,684500.0,406500.0
72,329400.0,204400.0,372500.0,223000.0
73,206400.0,189300.0,392400.0,553400.0
74,220000.0,199800.0,422700.0,227900.0
75,207100.0,205400.0,404200.0,223100.0
76,209700.0,206400.0,414600.0,230500.0
77,220600.0,209100.0,425600.0,232300.0
78,222000.0,214000.0,432800.0,239400.0
79,221100.0,213200.0,444600.0,240400.0
80,223300.0,222300.0,478300.0,250600.0
81,228200.0,240900.0,464100.0,247000.0
82,259400.0,250200.0,531000.0,379000.0
83,278700.0,342900.0,740400.0,470100.0
84,375900.0,358800.0,735600.0,521600.0
85,397700.0,638000.0,772800.0,308900.0
86,332600.0,275800.0,531100.0,379500.0
87,284300.0,252000.0,1586800.0,1345900.0
88,2025500.0,1188900.0,886400.0,316200.0
89,343700.0,262800.0,655300.0,346600.0
90,301000.0,313000.0,631000.0,353400.0
